full_text,label,source
@bengkeldodo @prabowo @Ndons_Back @AndreasSolusi @4Y4NKZ @dwioktariyadi @BosPurwa @Lembayung071 @AlmaghribiS @SiswantoBudiut5 @drReUtari08 Klo War belum tentu laku kali ya ?,Neutral,twitter
Betul kita2 yg cerdas memilih BARENGMas B0W0GBran berdasarkan bukti kinerja serta strateginya mengatasi tantangan dunia. @prabowo @prabowogibran02 #KamuKITA02BIRUinGbk SABTUBIru PESTARAkyat,Positive,twitter
@DedynurPalakka @gibran_tweet @basuki_btp Sebagai seorang tokoh yang berpengalaman dalam bidang militer Prabowo mungkin dapat membawa aspek keamanan dan pertahanan ke tingkat yang lebih baik. https://t.co/vuDoOYh6s0,Positive,twitter
@PartBurungGalak @aruna_bayu Apa hubungannya kalau cuman Bupati sidoarjo deklarasi dukung 02? Penyesatan publik. Tak pernah Pak Jokowi atau pun pak Prabowo terlibat Korupsi apa pun .,Negative,twitter
@muchlis_ar Gak ngaruh. All in Prabowo,Positive,twitter
@Cell4Dira @PolJokesID @prabowo Siapa yang hentikan Hilirisasi dan jual barang mentah?,Negative,twitter
@bdrkahe118 @gghhjjkk580dr0 @prabowo @gibran_tweet @jokowi @Gerindra @psi_id @abdurarsyad @NinzExe07 @MurtadhaOne1 Yodah sih silahkan aja pilih sesuai keinginanmu,Neutral,twitter
@Johny_twee @prabowo @jokowi Jangan Kaget .... Berita Rekam Jejak si Wowo akan di hapus anak buahnya di Kominfo https://t.co/QxHpkVfWms,Negative,twitter
Info TPS yang nyoblos pak prabowo dapet bonus mayor teddy #becandayeejangseriuskalopunseriusgapapasieakumahmauaja ahahah,Neutral,twitter
@PartaiSocmed Tai nya Prabowo lebih Lezzat dan Bercitarasa Itu alasan Sebenernya,Negative,twitter
@undipmenfess coba deh sekali-kali aja gausah sampe buka-buka artikel/bukunya kalo kalian males maca. coba cari di google pakai keyword prabowo santa cruz sama prabowo mawar . udah cukup baca headline nya aja. minimal baca headline 5 berita deh. coba aja dulu kalian akan tercengang,Neutral,twitter
@gurl_win @jangkrik_inc @_P0c1_1mOeTWibu @__AnakKolong @anneserlo @AntoniusCDN @dayatpiliang @Dennysiregar7 @islah_bahrawi @mikuroQ @Ganjar_Mahfud03 @ENJEULL @caesar_emil Padahal pendukung prabowo ngaku bukan pendukung hahahaha... Kocak memang. Biasanya yang ngomong begitu sebenar pendukung militan Prabowo di pake kata kata begitu bukan pendukung prabowo ngaku aja bro lu memang pendukung dan pemilih Prabowo-Gibran. Hahaha...,Negative,twitter
@Hasbil_Lbs Keberanian Prabowo dalam mengambil keputusan mungkin bisa dianggap sebagai karakteristik yang diperlukan dalam kepemimpinan.,Positive,twitter
@tn_arya @externalby @PartaiSocmed Sby dukung prabowo dan soeharto adalah orba sama dengan prabowo berarti itu jalan yang buat adalah 02 dan 03 (soekarno)....,Neutral,twitter
@TeddGus @prabowo @ganjarpranowo @aniesbaswedan Sebenarnya yg tak ada asing dibelakangnya siapa,Neutral,twitter
@Ndons_Back Udah lah Prabowo menang survay .. lansung lantik besok 11-02-24 . ga ada bahan post neng ..,Positive,twitter
Kalau ini profil stadion GBK atau Gelora Bung Karno yang jadi lokasi kampanye akbar Prabowo-Gibran. https://t.co/76HrERp1y9 #IDNTimesNews #GenZMemilih,Neutral,twitter
@TeddGus @prabowo @ganjarpranowo @aniesbaswedan Wkwkwkkwwk siapa pihak asingnya sebut aja,Neutral,twitter
Betul brilyan BARENGMas B0W0GBran harapannya melahirkan generasi emas bisa jadi sumber daya manusia yang hebat dan semangat kerja yang dibutuhkan. @prabowo @prabowogibran02 #KamuKITA02BIRUinGbk SABTUBIru PESTARAkyat,Positive,twitter
buat orang orang yang membanggakan desak anies please desak anies itu bukan program kerja kalau dia menjabat jadi presiden cuman bahan kampanye doang jawabannya juga rada normatif yang kemungkinan bisa dijawab sama ganjar prof mafud sama gibran (kecuali prabowo),Negative,twitter
@Hasbil_Lbs Komitmen pak prabowo terhadap pembangunan ekonomi bisa memberikan dorongan positif untuk meningkatkan kesejahteraan masyarakat. https://t.co/wpumDVlezR,Positive,twitter
@LaluZio76165 @OposisiCerdas C1 mu ga laku Krn semua suara minimal 51% pilih Prabowo.,Neutral,twitter
@Heraloebss @prabowo @gibran_tweet Subuhan sek lek,Neutral,twitter
@CNNIndonesia Mayority koalisi prabowo,Positive,twitter
Mantan Ahoker Pendukung Prabowo Turun Aksi Tolak Mulut Kotor Ahok di Tugu Proklamasi https://t.co/t5068bFqcs,Negative,twitter
@Aryprasetyo85 @prabowo @007koteka @03__nakula @__AnakKolong @_memoryusang @islah_bahrawi @Miduk17 @ch_chotimah2 @seruanhl @vita_AVP Waduh....nambah terus catatan HITAM nya,Negative,twitter
@erickthohir @prabowo @gibran_tweet Lu belajar main bola ama kadrun rik.. Jangan belajar bola rumput,Negative,twitter
@Hasbil_Lbs Yakin bersama pak Prabowo Gibran bisa membawa bangsa lebih baik dan maju https://t.co/xJjp9HbqiF,Positive,twitter
@saiful_mujani Apapun tentang Prabowo beritanya No Hoaks. Hanya banyak kucing penjilat yang buta bikin media lupa mengupasnya. Kucing gemuk2 ikut gemoyerr semua.,Neutral,twitter
@Heraloebss Prabowo di jateng 99.9 % noh ambil semua cebokers,Positive,twitter
@tvOneNews Kepemimpinan Pak Prabowo dapat dianggap kuat dan tegas yang bisa memberikan kestabilan dan ketegasan dalam menghadapi berbagai tantangan. https://t.co/YxoCVoT7sU,Positive,twitter
@BarCk_14 @DedynurPalakka @prabowo Ya berarti nggak dibayar. Emang pendukungnya banyak beneran nggak banyak di medsos,Neutral,twitter
Nyata masyarakat yang cerdas coblos BARENGMas B0W0GBran dengan alasan dari kerja dan caranya menjawab tantangan global. @prabowo @prabowogibran02 #KamuKITA02BIRUinGbk SABTUBIru PESTARAkyat,Positive,twitter
@lubnax999 @ferrykoto Kasihan Bohir Capres sudah bayar Tempo mahal berbulan2 buat hancurin Jokowi hasilnya malah buat tambah naik kepuasan rakyat. Bohir marah skr ganti bayar buat konten asing utk fitnah Prabowo di pembelian pesawat Udah telat lah boss mending nyerah dibanding bakar duit lagi,Negative,twitter
@prabowo Selamat Pagi Pak .. 14 February Bapak akan menjadi Peminpin yang Kuat. tolong di edukasi nantinya 01 Dan 03 menjadi Oposisi itu pekerjaan mulia. SEPERTI pengharapan MEREKA sendiri TENTANG indahnya DEMOKRASI. balancer adalah fungsi OPOSISI bukan sebagai group tukang fitnah,Positive,twitter
@TeddGus @prabowo @ganjarpranowo @aniesbaswedan Bukan asing aja bahkan mayoritas rakyat Indonesia juga gak mau pilih prabowo ape loe ,Negative,twitter
@tvOneNews Prabowo memperlihatkan dedikasi yang luar biasa terhadap negara menunjukkan semangatnya untuk memajukan Indonesia. https://t.co/7DI0gYS5zW,Positive,twitter
@NataliusPigai2 yes..prabowo adalah presiden pilihanku yg ke-2024,Positive,twitter
@H1m4_W4r1 @Aryprasetyo85 @prabowo @007koteka @03__nakula @__AnakKolong @_memoryusang @islah_bahrawi @Miduk17 @ch_chotimah2 @seruanhl @vita_AVP Mirage buatan negara di Eropa atau Asia?,Neutral,twitter
@saiful_mujani Kasihan Bohir Capres sudah bayar Tempo mahal berbulan2 buat hancurin Jokowi hasilnya malah buat tambah naik kepuasan rakyat. Bohir marah skr ganti bayar buat konten asing utk fitnah Prabowo di pembelian pesawat Udah telat lah boss mending nyerah dibanding bakar duit lagi,Negative,twitter
Betul rakyat lebih coblos BARENGMas B0W0GBran yg memprioritaskan keadilan masyarakat yg akan memperbaiki kehidupan masyarakat. @prabowo @prabowogibran02 #KamuKITA02BIRUinGbk SABTUBIru PESTARAkyat,Positive,twitter
@KomangAgustria @saiful_mujani Kasihan Bohir Capres sudah bayar Tempo mahal berbulan2 buat hancurin Jokowi hasilnya malah buat tambah naik kepuasan rakyat. Bohir marah skr ganti bayar buat konten asing utk fitnah Prabowo di pembelian pesawat Udah telat lah boss mending nyerah dibanding bakar duit lagi,Negative,twitter
@JokoLipService @prabowo Bapassss ada hakim akhirat ngomong. Njirrrrrrrrrr.. Ngeri kali bahhh. Dah bicara dosa pahala.. Enak bener bibir kamu seolah kamu tuhan. Kegiatan mubazir,Negative,twitter
@Rocky_Antonie @DivHumas_Polri @CCICPolri @Aryprasetyo85 @prabowo @DivHumas_Polri orang2 seperti ini yang membuat kegaduhan,Negative,twitter
2019 keluarga gue dukung prabowo sekarang anis,Neutral,twitter
@bukanhambar @uda_zulhendra @ekowboy2 Ah paloh mah kalo anies kalah bakal nyepongin prabowo juga,Negative,twitter
@gatse8 Avvv Gua Di keroyok Nih banyak pendukung Prabowo gibran dikerjaan ku,Negative,twitter
@NataliusPigai2 Wkwkwk NO FREE LUNCH Bilang sama pak Prabowo Program makan siang gratisnya bertentangan dg pepatah. ,Negative,twitter
Betul mantab BARENGMas B0W0GBran visinya melahirkan generasi emas bisa menjadi sumber daya pribadi yang unggul dan cara kerja yang dibutuhkan. @prabowo @prabowogibran02 #KamuKITA02BIRUinGbk SABTUBIru PESTARAkyat,Positive,twitter
@savicali Gak po po... Sing penting Prabowo ben presiden sik... Engkok tak ature maneh cak... Peyan santai ae yo... ojo blayer2 lek ngomong slow ae...,Positive,twitter
@tvOneNews Gak perlu klarifikasi hoax @prabowo. Mainnya gini amat,Negative,twitter
@Chavesz08 @prabowo Ogahh pilih anak presiden Jokowi yg songong dan anak haram konstitusi #GanjarPranowo2024,Negative,twitter
@neohistoria_id Padahal hampir 30 tahun terakhir reputasi Prabowo ini sangar galak khas tentara tapi pilpres 2024 ini seakan hilangkan prangai asli dia dan diganti dengan gemoy wkwkwk gue sih lucu aja ngelihatnya tapi jadi bukti kalo pencitraan sosmed itu emang se-powerful itu ,Neutral,twitter
@4lnaaa @terrseraaahhhh @AbbiAlwi @Fahrihamzah @KPK_RI Pak prabowo ajarin kita kalau ada yang nawarin sesuatu waktu kampanye ambil aja pilihan mah pada nurani,Positive,twitter
@ferrykoto Harusnya klarifikasi om kayak dulu pak jokowi di bilang pki dll khan beliau klarifikasi dengan kasih liat akta kelahiran. Ini harusnya prabowo klarifikasi dong jangan sewa buzzer.,Negative,twitter
@Heraloebss Kabar terbaru Prabowo menerima fee dari pembelian pesawat bekas Mirage Qatar sebesar$ 20 juta . Inikah capres kalian yang kalian bangga banggakan sampai ke langit ke 7,Negative,twitter
@DedyTaya @Heraloebss @prabowo @gibran_tweet di jis juga sama aja mas bukan 02 doang elah,Neutral,twitter
@tvOneNews Perjuangan harus terus diberikan untuk bangsa sampai akhir hayat mantap pak Prabowo presidenkuu https://t.co/Q1Nynw9qKe,Positive,twitter
@tvOneNews @PartaiSocmed yang ngebully jalur langit junjungan lo juga percaya jalur langit Ngakak gw sudah sekian banyaknya bullyan ke anies dcounter prabowo atau gibran kalo ga pendukungnya,Negative,twitter
@TeddGus @prabowo @ganjarpranowo @aniesbaswedan Bhua ha ha ha ha ha ha ha ha ha tet tet kayak kent*t,Negative,twitter
Indonesia kedepan butuh pemimpin yang cerdas intelektualitas teruji dan memahami persoalan bangsa seperti @aniesbaswedan Kalau Orgen Tunggal butuh tukang joget dan joget tidak butuh kecerdasan. @NasDem @PKSejahtera @DPP_PKB @prabowo,Neutral,twitter
@Gerindra @prabowo Pasti memnag kali ini pak. Rakyat semalin besar mendukung bapak takkan sia2 kali ini https://t.co/u5qciNPHeF,Positive,twitter
Kami mendukung kamipun rakyat Indonesia tidak mau prabowo jadi presiden..... #JanganPilih_02 #JanganPilihAnakJokowi,Negative,twitter
Mantapnya guys cuma masyarakat pemilih BARENGMas B0W0GBran menggunakan sosmed utk menyampaikan tujuan kerja dgn cara damai. @prabowo @prabowogibran02 #KamuKITA02BIRUinGbk SABTUBIru PESTARAkyat,Positive,twitter
@nonayenaje59948 @prabowo mending lu ngurusin merdekain palestine aja dah dr pada bahas food estate,Negative,twitter
@bengkeldodo @prabowo @Ndons_Back @AndreasSolusi @4Y4NKZ @dwioktariyadi @BosPurwa @Lembayung071 @AlmaghribiS @SiswantoBudiut5 @drReUtari08 Di JIS jam tadi malam jam 10 sdh mulai berdatangan https://t.co/oOeNBl2LOy,Neutral,twitter
@TeddGus @prabowo @gibran_tweet Biar gak pke tiket alias gratis byk yg ga mau ted... pndukung 01 lebih ikhlas ke JIS sklipun hrs mmbayar mahal utk beli tiket nya..krn sesayang itu mereka sm abah,Negative,twitter
Pak gemoy tolong dengerin ini tanggapan dari pak prabowo https://t.co/rCvhXzCgtF,Neutral,twitter
@wachyumkiji @bengkeldodo @prabowo @Ndons_Back @AndreasSolusi @4Y4NKZ @BosPurwa @Lembayung071 @AlmaghribiS @SiswantoBudiut5 @drReUtari08 Brilian idenya nih,Positive,twitter
Ini Kata @prabowo bung @fadlizon https://t.co/YSSOIM5kcw,Neutral,twitter
@PUTRY_NUSANTARA Orgil joged dukung prabowo gibran.... Tanda alam sudah gila..,Negative,twitter
@zy_zy_its_me @jokowi @prabowo @gibran_tweet baik itu merubah konstitusi dgn cara yg tidak etik. baik itu menabrak aturan kpu dmi meloloskan paslon baik itu pakai bansos untuk kampanye. shame on you.,Negative,twitter
Sudahlah pak @prabowo bpk sudah sepuh pengabdian bpk sudah tercatat harta sudah banyak apa lagi yg mau di cari??? Skrg bpk malah mendukung org yg gak bener dgn mengangkat sbg cawapres. Berarti bpk malah menumpuk dosa di kala tua.,Negative,twitter
Polisi Terjunkan 5.922 Personel untuk Kawal Kampanye Akbar Prabowo dan Anies di Jakarta https://t.co/gu3jkVmIaV,Neutral,twitter
Emang keren BARENGMas B0W0GBran visinya membangun generasi emas mampu menjadi modal demografi pribadi yang hebat dan semangat kerja yang tinggi. @prabowo @prabowogibran02 #KamuKITA02BIRUinGbk SABTUBIru PESTARAkyat,Positive,twitter
@abdurarsyad Padahal 2019 udah ngerasain kyk Anies skrg knp dia jd balik ke setelan awal lagi model kampanyenya. 2019 rakyat yg ingin Prabowo memegang mandat perubahan bahkan sampai ngumpulin duit buat dia,Neutral,twitter
@duatujuhapril @bengkeldodo @prabowo @Ndons_Back @AndreasSolusi @4Y4NKZ @BosPurwa @Lembayung071 @AlmaghribiS @SiswantoBudiut5 @drReUtari08 Kan udah di bilngani sama budiman Syarat pendukung bowo hrs bodoh/tolol bang ,Negative,twitter
@fadlizon @prabowo @gibran_tweet PAN juga terlempar dari perlemen Dengan kondisi ini koalisi ini bisa kehilangan 21% suara sementara tambahan dari projo dan tekanan hanya max 4% berarti kehilangan sekitar 15-17% suara untuk pilpres maka koalisi ini paling mungkin hanya mendapatkan 24 51%,Neutral,twitter
@Tau_ah_bingung @Aryprasetyo85 @ganjarpranowo satu lagi jawaban pendukung prabowo yg emg ga logis ... membandingkan suatu hal yg ga nyambung,Negative,twitter
Dua x pilpres gue pilih prabowo. Yg pertama grgr ikut bokap and i dont like pdip. Yg kedua karena sandiaga uno. Ini pilihan yg bodoh maybe but i really dont like pdip. Tahun ini baru kebuka mata gue melihat prabowo kok gini bgt yaa. Moga AMIN menang. Kunfayakun. Allahu Akbar!,Negative,twitter
@are_inismyname @prabowo @gibran_tweet @jokowi @seeksixsuck @99propaganda @Ndons_Back @P4P4B0W0_2024 @kurawa @zarryhendrik @bengkeldodo @MIrvanDarwin1 @alextham878 @IrawanRommi Hari ini tampil melalui jalur pelanggaran etika... Trs nanti akan melanjutka hal yg sama ?,Negative,twitter
Menteri Menteri Investasi/Kepala Badan Koordinasi Penanaman Modal (BKPM) Bahlil Lahadalia memanggil perwakilan kepala desa dari Sragen Jawa Tengah untuk menemuinya. Dalam pertemuan Bahlil yang terlibat aktif mendukung prabowo gibran &gt;&gt;&gt;&gt;&gt; https://t.co/VzZ2eSFVju,Neutral,twitter
@HusodoYoga Ini waktu mbah @Prabowo dan pak Hatta di tahun 2014 ... gk tanggung2 lho 16 lembaga survei memenangkan di mbah prabowo tp faktanya Kalah kwkwk . Silakan google ... https://t.co/blcIvsrXus,Negative,twitter
@andre_rosiade Pejuangan pka prabowo takan sia2 pSti kali ini beliau bis amemnag dan membuktikan janji nya. Janjinny anyata gak kayak tim 01 lo yah https://t.co/Piwu2nzgoK,Positive,twitter
Kalo pak Prabowo yang jadi ya jelas mungkin banyak persekusi dan mungkin akan terkesan diktaktor,Negative,twitter
@DepenSten @kikysaputrii @prabowo @gibran_tweet Karena mereka pendidik bukan tidak mungkin ditunggangi kan? Manusia dengan segala hawa nafsu dan keserakahan mereka. Gak pernah baca berita guru besar tersandung kasus?,Negative,twitter
Masak besar bersama pak prabowo dan bang babon santoso https://t.co/YdAiNeiAwY,Neutral,twitter
@msaid_didu makanya juru bicaranya selalu bawa2 anies mau dijadikan tersangka kasus karena sebenarnya prabowo dan semua koleganya tersandung kasus besar,Negative,twitter
@zy_zy_its_me @jokowi @prabowo @gibran_tweet Klau agama mengajarkan kebaikan kenapa kebodohan dan kebohongan dikedepankan dlm kepemimpinan.,Negative,twitter
@fadlizon @prabowo @gibran_tweet Demokrat untuk pilpres akan kehilangan 4-6% suara dan saat ini untuk parlemen bisa kehilangan 2-4% suara bila tidak ada konsolidasi internal yang kuat Demokrat bisa terlempar dari parlemen PAN Untuk pilpres akan kehilangan 3-6% suara dan untuk parlemen 3-4% sehingga bisa membuat,Neutral,twitter
@msaid_didu Yg teriak prabowo sama yang acungin 2 jari seengganya masih penasaran kan sama capres2 tsb makanya mereka dateng walau kelakuannya bego. Daripada pas kampanye venuenya setengah kosong karena rakyat udah balik badan ga peduli sama elu ,Negative,twitter
Bukankah p @SBYudhoyono juga turut tandatangan pemecatan jendral penculik?Apkh benar SBY dukung Prabowo capres? Lho..lho masak iya jilatri. @PDemokrat @BennyHarmanID,Neutral,twitter
Selain menghina jurnalis nyatanya Prabowo Subianto sosok anti kritik. Maka bijak dan selektiflah dalam mencari pemimpin jangan FOMO atau kemakan gimmick #YakinPilihGanjar #ganjarpranowo #ganjarmahfud2024 https://t.co/9uDIhn38ai,Negative,twitter
@bengkeldodo @prabowo @Ndons_Back @AndreasSolusi @4Y4NKZ @dwioktariyadi @BosPurwa @Lembayung071 @AlmaghribiS @SiswantoBudiut5 @drReUtari08 Ayo ..pasti bisa seramai ini..... https://t.co/ZDswNQOhT6,Positive,twitter
@erickthohir @prabowo @gibran_tweet mau ketawa mang erik ah wkwkwk,Neutral,twitter
@Dennysiregar7 $20jt itu cuma DP dari nilai $56jt yang nanti diterima Prabowo. ngeri 7% dari harga pesawat sebagai sukses fee. memang perlu penjelasan penyelidikan atas dugaan ini spy info gk liar. nilainya terlalu fantastis bukan main main,Negative,twitter
Ada Rekayasa Lalu Lintas Saat Kampanye Akbar Prabowo-Gibran di GBK Berlangsung Masyarakat Diminta Hindari Ruas Jalan Ini https://t.co/aZaYa8nuBZ,Neutral,twitter
@PartaiSocmed ini yg nyapres jokowi ape prabowo sih???!,Neutral,twitter
Kerennya teman cuma rakyat voter BARENGMas B0W0GBran menggunakan medsos saat menginformasikan informasi program dengan cara baik. @prabowo @prabowogibran02 #KamuKITA02BIRUinGbk SABTUBIru PESTARAkyat,Positive,twitter
@Aryprasetyo85 @prabowo @007koteka @03__nakula @__AnakKolong @_memoryusang @islah_bahrawi @Miduk17 @ch_chotimah2 @seruanhl @vita_AVP Haaaaahhhh bneran nih,Neutral,twitter
@andre_rosiade Emang bnr2 luar biasa tim o2 all in prabowo gibran . Untuk indonesia maju https://t.co/MtswQD2OWi,Positive,twitter
@Fahrihamzah Kalau bayar bayar begini Abis berapa nih TKN @prabowo Jangan seperti yg udah udah Malah nggak di bayar ya.. https://t.co/X3valzCUXH,Negative,twitter
@Aryprasetyo85 @prabowo @007koteka @03__nakula @__AnakKolong @_memoryusang @islah_bahrawi @Miduk17 @ch_chotimah2 @seruanhl @vita_AVP Kerjaan banteng...,Negative,twitter
@aniesbaswedan Mending pilih Prabowo si kalau kayak gini https://t.co/t4fCh1RXx0,Positive,twitter
Perkembangan pesat UNHAN dibawah naungan kemenhan dan pak prabowo https://t.co/mc8jChs3dz,Positive,twitter
@realjoprazz @Aryprasetyo85 @prabowo @007koteka @03__nakula @__AnakKolong @_memoryusang @islah_bahrawi @Miduk17 @ch_chotimah2 @seruanhl @vita_AVP Kemungkinan iya soalnya sedikit nyambung sih,Neutral,twitter
@Heraloebss @prabowo @gibran_tweet ke GBK dulu ambil amplop dan nasi kotak.. setelah itu lanjut ke tujuan utama (JIS),Negative,twitter
@nda_blo33 @AsepSah1902 @deaokihardana @erickthohir @prabowo @gibran_tweet Jangan sok tau udh sok an fitnah orang lgi ,Negative,twitter
@Tan_Mar3M Gue bilang jg apa... Pak @prabowo itu cmn di jadiin atm buat korlap2 klo dri atas 100k sampai bawah 45k ,Negative,twitter
@Lembayung071 @Gerindra @prabowo @gibran_tweet Pengen kaosnya bunda ndak kebagian saya,Neutral,twitter
BERITA VIRAL @Berita_Viral_ · 5 Jan 2019 Jokowi Bertemu Prabowo saat Debat Capres Pertama dan Kelima Ini Jadwalnya https://t.co/5VcwKjMffR,Neutral,twitter
@FadliHekman @prabowo ngambilnya pas bubar y?...biar kelihatan sepi,Negative,twitter
@hasyimmah @pandji Sebenarnya pendukung anies ini adalah pendukung prabowo masa lampau,Neutral,twitter
@geloraco Pernah dikasih gratis tapi kita tolak. Kok sama prabowo malah dibeli. Kan aneh https://t.co/Gwm5sE7yh4,Negative,twitter
@Tita83079013 @Maruahalsiahaa2 @prabowo Menculik bukan ajaran Kristus,Negative,twitter
@icharis Seneng2in gan. Terakhir x kaya 5 thn lalu kalian dukung prabowo. 5 thn ke depan gigit jari lagi,Negative,twitter
