full_text,label,source
 lain kali pdip kalau kampaye g usah catut nama rakyat tulisin aja selain pendukung ganjar di larang masuk jd bikin kampaye tertutup aja jgn bilang pesta rakyat krn rakyat g boleh dateng kalau g milih ganjar masa rakyat di paksa buat milih?,negative,twitter
ganjar pranowo menunjukkan contoh nyata inklusivitas dalam setiap kebijakannya inspiratif sekali gandakan kesejahteraan raih kemakmuran berkelanjutan ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
 bogor sudah pasti full dukung bapak ganjar pranowo,positive,twitter
rombongan pak ganjar datang menghadiri hajatan rakyat bukan pesta konglomerat ! masyarakat kota solo menyambut dengan antusias capres ganjar pranowo ,positive,twitter
 pilihan saya pada putaran pertama adalah pak anies namun jika kalah saya akan memilih pak ganjar saya tidak akan melihat ke belakang ,neutral,twitter
 rasa toleransi pada diri pak ganjar sangat besar beliau menghargai semua agama yg ada di indonesia,positive,twitter
 salam m3tall gaspoll terus dukung dan kawal ganjar mahfudd sampai menuju k3menangan yakin bangett bisa membawa kemajuan untuk bangsa inii sehat selaluu pakk ganjar,positive,twitter
keberanian ganjar mahfud dalam debat sungguh mencerminkan kejujuran dan keberanian sejati  ganjar pranowo hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
dukung ganjar mahfud karena mereka adalah perwakilan aspirasi rakyat tiga kali lebih sejahtera indonesia jaya! ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
 terimakasih paj ganjar sudah berkenan mengunjungi keuskupan sufragan,positive,twitter
 rupanya casingnya doang calem ternyata penghianat saya siap menangkan ganjar mahfud,positive,twitter
 always dukung pak ganjar mahfud,positive,twitter
 suara ganjar adalah suara pdip yaitu sekitar 19 20 ,neutral,twitter
 ganjar saja sama bahkan bus dari jatim ada yg kecelakaan di tol namanya kampanye biasa saja ko anda heran yakin kalah ya?,negative,twitter
 calon pemimpin yang saling menghargai bapak ganjar ini,positive,twitter
ganjar mahfud menunjukkan bahwa keberagaman adalah kekuatan yang harus dihargai ganjar pranowo terbukti mensejahterakan ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
 pak ganjar padahal ganteng bgt ,positive,twitter
bersama ganjar pranowo amp rof mahfud kita bisa memperjuangkan kepentingan bersama sebagai bangsa  ganjar pranowo hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
ahok meyakini bahwa ganjar pranowo amp rof mahfud akan membawa indon3sia ke puncak kejayaan  ganjar pranowo hanya yang terbaik untuk rakyat ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
 ganjar tambah ajor rek arep menang satu putaran tambah angel njar ,negative,twitter
 padahal pendukung prabowo ngaku bukan pendukung hahahaha kocak memang biasanya yang ngomong begitu sebenar pendukung militan prabowo di pake kata kata begitu bukan pendukung prabowo ngaku aja bro lu memang pendukung dan pemilih prabowo gibran hahaha,neutral,twitter
 benar  krn yang benar pilih ganjar !,positive,twitter
yang paling ganteng tuh malah pak ganjar gak sih,positive,twitter
 awalnya saya akan mendukung pak anies tapi jika tidak berhasil saya akan memilih pak ganjar saya akan konsisten ,neutral,twitter
 ah kaya paslon lain kaga ajah sama ajah bowo ganjar anies sistemnya bgini pake calo semua ga usah terlalu memuja salah satu paslon dan menjelekan yg lain di akhirat postingan ini akan di hisab,neutral,twitter
 udah engga bisa diganggu gugat pokonya nomer 3 sat set dukung ganjar mahfud,positive,twitter
konser yang penuh sesak di gbk menandakan bahwa ganjar mahfud benar benar menjadi magnet bagi pendukungnya  kesejahteraan berlipat ganda indonesia makmur sentosa ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
 toleransi beragama pak ganjar tak diragukan lagi beliau mencintain semua agama,positive,twitter
solo bergoyang semarang bersiap ganjar mahfud membawa harapan ganjar pranowo terbukti lebih baik ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
 aku selalu dukung pa ganjar untuk masa depan indonesia yang jauh lebih baik lagi,positive,twitter
buat orang orang yang membanggakan desak anies please desak anies itu bukan program kerja kalau dia menjabat jadi presiden cuman bahan kampanye doang jawabannya juga rada normatif yang kemungkinan bisa dijawab sama ganjar prof mafud sama gibran kecuali prabowo ,positive,twitter
 terbukti semua kampanye ganjar mahfud sll padat banteng membara gama ganjarmahfud2024,positive,twitter
 kalo ganjar beneran kalah kalian makan taik berani ga ,negative,twitter
 tim support no 1 tidak akan memilih no 2 kalau kaalah putaran pertama lebih baik pilih ganjar ,positive,twitter
 slankers juga mendukung pak ganjar mahfudd,positive,twitter
pak ganjar kerjanya sat set sat set,positive,twitter
 yakin ganjar mahfud menang,positive,twitter
 pak ganjar selalu menjunjung tinggi tolesansi keren bgt sih,positive,twitter
konser salam m3tal memberikan ganjar mahfud kesempatan untuk mengenalkan program program unggulan mereka  bersama ganjar kita sejahtera ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
 pak ganjar di solo pak arie ruame banget di jalan slamet riyadi yang mau long weekend di solo sebaiknya dipertimbangkan lagi,positive,twitter
 sama ganjar omong doang apa kabar wkwkwk kartu tani tidak terealisasi banjir sampai sebulan dibanding anies cuma dua hari saja wkwkwk,negative,twitter
 saya akan memilih pak anies di putaran pertama namun jika kalah saya akan memilih pak ganjar saya tidak akan mengingkari ,neutral,twitter
terima kasih untuk pesan cinta yang diberikan segenap alumni kampus jawa barat untuk ganjar mahfud ada dari itb ipb univ indonesia univ padjajaran univ parahyangan univ pasundan univ kristen maranatha univ ibnu khaldun univ pakuan univ islam negeri ,positive,twitter
ganjar mahfud menggugah kebanggaan nasional melalui konser salam m3tal yang luar biasa  gandakan kesejahteraan raih kemakmuran berkelanjutan ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
ganjar pranowo amp rof mahfud adalah penjaga api semangat persatuan di dalam diri kita  bersama ganjar kita sejahtera ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
 ahok kuda liar yg akan membatalkan koalisi anies dan ganjar jika ada putaran kedua,neutral,twitter
 timnas 01 betul betul bikin kampanye kali ini fun! ga lupa pak ganjar dan pak mahfud juga bikin pilpres kali ini menyenangkan 02 gak diajak soalnya nepotisme ga asik,positive,twitter
 pak ganjar memang semangat sekali pokok e dukung pak ganjar terus,positive,twitter
bersama ganjar mahfud kita teguhkan persatuan dalam perbedaan ganjar pranowo terbukti lebih baik ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
 ga kurang ganjar berjuang memenangkan 5 kontestasi pilkada dan pilpres keluarga si bahlul ini dibalas dgn penghianatan ga mendukung ganjar msh kuterimalah tp memakai anak utk melawan ganjar bahkan membela lawan itu manusia busuk namanya air susu dibalas air tuba bahlul!,negative,twitter
dukung ganjar mahfud animasi anti kkn muncul di times square! ganjarmahfud ganjarpranowo gerakcepat mahfudmd indonesiaunggul indonesialebihbaik ganjarmahfud2024 ganjarmahfudm3nang ,positive,twitter
anjay stasiun manggarai rame bgt dengan pendukung paslon 1 sama 2 yang mau ke jis dan gbkuntung ganjar di solo anjay gak di jakarta juga kalau di jakarta juga buset ngeri chaos,neutral,twitter
 bener makin hancur indonesia ditangan ganjar dan pdip nya sudah dimulai dari 2014 dst,negative,twitter
 all in ganjar mahfud,positive,twitter
ganjar mahfud memenangkan dukungan kami dengan kebijakan yang cerdas dan adil  ganjar pranowo hanya yang terbaik untuk rakyat ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
 toleransi yang sangat tinggi pa ganjar dan bu atikoh bisa memposisikan dirinya disana,positive,twitter
 pak ganjar memang sosok yang benar benar peduli akan rakyat,positive,twitter
jalan pulang kerja sore kemarin denger mba yang dibelakang lagi ngomongin pilpres salah satunya bilang aku masih bingung sih mau milih anies apa ganjar terus dijawab sama temennya sama aku juga masih bingung diantara dua itu ,neutral,twitter
 bersama ganjar mahfud indonesia akan smkin maju amp berkembang,positive,twitter
dengan internet gratis bisa dipakai untuk belajar sampai bekerja dengan bekerja bisa untuk makan amp minum masyarakat butuh kail makan gratis bikin malas bekerja ganjar mahfud mengerti kebutuhan kita sesuai perkembangan zaman yakinpilihganjar ganjarpranowo ganjarmahfud2024 ,positive,twitter
purnawirawan pati tni au deklarasi dukungan untuk ganjar mahfud datanglah kegotube nikmati video yang menarik gotube,positive,twitter
pemuda optimis ganjar mahfud akan berhasil menegakkan keadilan dan meraih kemenangan yang gemilang  ganjar pranowo hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
 hati nurani pak ganjar tak akan terkikis hanya karna politik,positive,twitter
kalau ganjar yang jadi partainya pasti semakin semena mena,negative,twitter
 semoga ganjar mahfud yang menang,positive,twitter
 dukungan penuh pada pak ganjar para mahasiswa di kampus harus memiliki kebebesan yabg membentuj kemajuan yang hebat,positive,twitter
 jika ganjar mahfud terpilih negeri ini akan sejahtera rakyat smkin makmur pendidikan akan maju dan nasib petani tdk akan ksusahan lg soal pupuk hutang2 akan d slsaikan smua ada solusi jika mereka jd pemimpin ,positive,twitter
 kalo anies baswedan gagal ya tinggal pilih ganjar pranowo nggak perlu dilebih lebihin ,neutral,twitter
 all in pak ganjar mahfud,positive,twitter
suksesnya konser salam m3tal membuktikan bahwa ganjar mahfud memiliki visi yang sejalan dengan aspirasi masyarakat  ganjar pranowo terbukti lebih baik ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
 pak ganjar pemimpin terbaik yang selalu peduli dengan sejarah bangsa termasuk para prokamator kita ir bapak soekarno,positive,twitter
hajatan cinta alumni perguruan tinggi se jawa barat untuk ganjar mahfud itb unpad ui ipb unpar itenas feb09 2024 sahid jaya jljendsudirman jakarta pusat ,positive,twitter
 pak ganjar mahfud indonesia maju,positive,twitter
 gibran gk ganteng padahal gantengan ganjar sama imin bjir ,positive,twitter
lebih baik milih pemimpin santai tapi berwibawa kyk mas ganjar dan pak mahfud gandakan kesejahteraan raih kemakmuran berkelanjutan ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
 pasti pilih pak anies dan kalau pak anies ngak lanjut diputaran dua paling pilih pak ganjar ,neutral,twitter
 kalo anies baswedan nggak jadi ya udah langsung pilih aja ganjar pranowo gak perlu ditunda tunda ,neutral,twitter
pak ganjar mau di dandanin baju apa aja juga tetap ganteng pak ? apalagi kalo pak pakai baju adat datuak rajo sutan mudo makasih mba bu mega sdh berikan gama yg jujur amanah ganteng enak di liat utk indonesia ,positive,twitter
 secinta itu lu ama ganjar ser ,positive,twitter
keakraban antara pak ganjar prof mahfudmenciptakan keharmonisan yang dirasakan langsung oleh warga solo ganjar pranowo terbukti lebih baik ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
bersama ganjar mahfud kita tak terhentikan kesejahteraan berlipat ganda indonesia makmur sentosa ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
ganjar mahfud di konser salam m3tal menciptakan momen kebersamaan yang akan diingat oleh masyarakat indonesia  kesejahteraan berlipat ganda indonesia makmur sentosa ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
selain ganjar yg beberapa kali terlihat sombong dan dianggap sebagai blunder para pasukan ini malah semakin payah di medsos atikoh dan alam dikerahkan demi elektabilitas? no justru diketawain warga atikoh nyicil packing ke istana negara ,negative,twitter
 ayoo semua rakyat indonesia wujudkan cita2 mulia pak ganjar untuk memimpin bangsa ini agar lebih baik dan sejahtera,positive,twitter
 semakin yaki dan gk goyah lagi untuk pilih ganjar mahfud,positive,twitter
padahal yg paling ganteng pak ganjar,positive,twitter
 waah kasian  malah ada pak ganjar lagi gendong bayi lhoo ,neutral,twitter
dukungan ahok pada ganjar pranowo prof mahfud menambah kepercayaan pada visi dan misi yang mereka usung bersama ganjar kita sejahtera ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
 pilih pak ganjar sudah paling tepat ,positive,twitter
gue jg mau kampanye date tapi sama alam ganjar,neutral,twitter
 saya selalu pilih pdip dan paslon yg diusung tp di 2009 saya hny pilih partainya krn prbw cawapresnya saya akan selalu di seberang prbw selamanya pilih prbw itu mengkhianati kemanusiaan ttg samsul jd cawapresnya ganjar? lol gak ada sejarahnya paslon pdip dr pdip semua,negative,twitter
 apresiasi terhadap pak ganjar yang mendukung kebebasan berekspresi di kampus menegaskan pentingnya menjaga kemerdekaan ilmu pengetahuan sebagai pondasi kemajuan,positive,twitter
 indonesia akan maju bersama pemimpin cerdas sperti pak ganjar amp pak mahfud,positive,twitter
warga solo merasa dihargai dan didengarkan oleh pak ganjar prof mahfud dalam kampanye akbar yang penuh kehangatan gandakan kesejahteraan raih kemakmuran berkelanjutan ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
sering menginap di rumah warga saat kampanye ganjar merasakan langsung persoalan masyarakat ,positive,twitter
dukungan rakyat terhadap ganjar mahfud semakin kokoh karena janji mereka untuk menjadikan internet lebih merata dan terjangkau ganjar pranowo terbukti mensejahterakan ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
keberhasilan konser salam m3tal menciptakan gelombang positif yang akan terus membesar hingga pilpres 14 februari 2024  ganjar pranowo terbukti mensejahterakan ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
dalam kons3r salam m3tal ganjar pranowo dan prof mahfud memukau 250 ribu p3ndukungnya di gbk jakarta kesejahteraan berkali lipat indonesia hebat ! ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
 garda terdepan utk slalu dukung ganjar mahfud ,positive,twitter
ganjar presiden rakyat,positive,twitter
 pak ganjar selalu menjunjung tinggi toleransi antar umat beragama,positive,twitter
padahal main visual nya pak ganjar,neutral,twitter
dengan penuh semangat masyarakat solo menyatakan bahwa pak ganjar prof mahfud adalah pilihan terbaik untuk membawa harapan dan perubahan ganjar pranowo terbukti mensejahterakan ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
 pilpres semakin dekat pilihan terbaik saya pak ganjar semoga menang satu putaran amiinallahummaamiin,positive,twitter
all in ganjar mahfud sampai ke luar negeri  merinding kampanye 02 kumpulakbarjis01 emaknya cak lontong jam 3 sirekap boris cakep tidur waduh tamara jawa barat dante ahok abah ,neutral,twitter
 keterlibatan pak ganjar dalam kunjungan ke katedral bogor menunjukkan sikap inklusif dan toleran terhadap perbedaan agama menciptakan suasana saling penghargaan antara pemerintah dan tokoh agama,positive,twitter
solo menjadi panggung yang mengagumkan bagi kedekatan ganjar pranowo amp prof mahfud dengan rakyat melalui kampany3 mereka gandakan kesejahteraan raih kemakmuran berkelanjutan ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
ganjar pranowo amp rof mahfud adalah magnet untuk menyatukan seluruh elemen bangsa  tiga kali lebih sejahtera untuk indonesia hebat! ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
kebersamaan 250 ribu p3ndukung menciptakan atmosfer yang penuh kehangatan bersama ganjar kita sejahtera ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
 itu yg sama pak anies alam ganjar?,neutral,twitter
solo kini bersemangat menyambut kehadiran ganjar mahfud ganjar pranowo terbukti mensejahterakan ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
 kenapa para penyusup yg masuk acara pak ganjar gak di tonjok mukanya ? soalnya bikin onar siih pendukung nya 02 gemes liatnya pingin jitak jidat e ,negative,twitter
 ganjar didebat capres paling membela hamkejadia pelanggaran ham depan mata? ,neutral,twitter
ganjar pranowo prof mahfud sebuah tandem yang menginspirasi berhasil mempererat ikatan cinta dan harapan seluruh rakyat ganjar pranowo terbukti mensejahterakan ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
 orang jujur gak masuk penjara dong mas ganjar,neutral,twitter
 andai gw warga kab bogor dapil bung adian gw akan sukarela jd relawan yg mengkampanyekan adian dulu jaman jokowi 2014 amp 2019 gw gabung di pospera tp sekarang berjuang door to door kampanye ganjar mahfud,positive,twitter
ganjar pranowo amp rof mahfud adalah kombinasi yang sempurna antara pengalaman dan inovasi  ganjar pranowo terbukti mensejahterakan ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
 pak ganjar selalu mengutamakan nilai nilai kemanusiaan makin kagum dengan bapak,positive,twitter
ganjar mahfud ngajak kita semua buat bergandengan berdampingan solid ke tps seru banget ganjar pranowo hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
dengan penuh semangat ganjar pranowo prof mahfud berhasil menciptakan kekuatan politik yang menggerakkan rakyat ganjar pranowo karena kamu berhak mendapatkan yang terbaik ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
loe percaya sama wanita binal ? ternyata otakmu jg sudah terjangkit virus porno ganjar junjunganmu tdk mampu membedakan kenyataan dgn khayalan dasar buser unfaedah ,negative,twitter
 jangan gentarada ganjarjangan takut ada mahfud ganjar mahfud hebat coblos3 ,positive,twitter
ganjar mahfud bukan cuma jadi calon tapi juga jadi panutan dalam berd3mokrasi ganjar pranowo terbukti mensejahterakan ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
 nanti ketemunya setelah pak ganjar dilantik jadi presiden ,neutral,twitter
 dukung terus pak ganjar mahfud untuk indonesia yang lebih baik,positive,twitter
 pak ganjar dan pak mahfud memang orang baik dan cocok jadi pemimpin,positive,twitter
 tetap ganjar mahfud ,positive,twitter
semangat generasi muda yuk gabung dalam gelombang positif ganjar mahfud bersama kita bersatu menuju masa depan cemerlang tiga kali lebih sejahtera indonesia jaya! ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
padahal ganjar paling ganteng bu di bursa pemilihan kali ini,positive,twitter
 rame buaangett yaa yang dukung ganjar mahfud ,positive,twitter
pak ganjar pak mahfud memperjuangkan internet gratis sebagai langkah strategis untuk mencapai transformasi digital yang inklusif ganjar pranowo hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
ganjar mahfud akhiri kampanye di solo dan semarang jadi tanda berakhirnya era jokowi ,positive,twitter
 semoga kelancaran dan keberkahan selalu menyertai pak ganjar dan prof mahfud,positive,twitter
komitmen ganjar mahfud terhadap internet super cepat menciptakan ekspektasi tinggi akan masa depan digital indonesia kesejahteraan berkali lipat indonesia hebat ! ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
 panggah tetap pak ganjar mahfud yang terbaik,positive,twitter
 saya orang temanggung dan itu bohong nyatanya disini banyak yang pilih ganjar kok,neutral,twitter
 buku pak ganjar gantengnya buanget bu untuk usia segitu mah yaampuun yaudah deh ikut ibu aja,positive,twitter
anjir baru nyadar di semarang tu kampanye ganjar udah ga kena macet jakarta eh bakal kena macet disini kyknya wkakkaka,neutral,twitter
 salam metal ganjar mahfud m3nang total,positive,twitter
 setuju pak ganjar semoga pak ganjar terpilih menjadi presiden agar demokrasi kita segera membaik,positive,twitter
apresiasi tinggi untuk pak mahfud md yang memiliki visi jelas dalam memperbaiki sistem hukum indonesia bersama ganjar kita sejahtera ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
solo menjadi sorotan internasional berkat kesuksesan kampany3 ganjar pranowo amp prof mahfud yang meriah dan berkesan tiga kali lebih sejahtera indonesia jaya! ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
ikutlah meramaikan kirab budaya bersama ganjar mahfud di grebeg solo ganjar pranowo terbukti lebih baik ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
pak ganjar pak mahfud adalah inspirasi bagi negara negara lain dalam memperjuangkan akses internet super cepat sebagai bagian dari pembangunan nasional ganjar pranowo terbukti lebih baik ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
ganjar pranowo pranowo amp rof mahfud adalah pemimpin yang mendengarkan b3rsama mereka kita menjadi suara yang didengar ganjar pranowo terbukti lebih baik ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
komitmen ganjar mahfud terhadap internet super cepat adalah cermin dari kepeduliannya terhadap generasi muda ganjar pranowo hanya yang terbaik untuk rakyat ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
bersama ganjar pranowo amp rof mahfud kita bisa meraih mimpi amp mimpi besar untuk negeri ini  ganjar pranowo hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
 jangan gentarada ganjarjangan takut ada mahfud ganjar mahfud hebat coblos3 ,positive,twitter
 pak ganjar di solo mas ayie,positive,twitter
 mantap selalu menyala abangkuu ganjar mahfud selalu,positive,twitter
ganjar mahfud menawarkan solusi inovatif dengan menyediakan internet gratis bagi seluruh rakyat indonesia ganjar pranowo karena kamu berhak mendapatkan yang terbaik ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
 wah kawal terus ganjar sampe menang sih ini,positive,twitter
bang yang kedua gue merasa sangat ketawa ketika lo bilang kalo mau kampanye jokowi harus naik citilink saran saya sekali2 main ke bandara halim pk deh bang liat tub capres anies prabowo ganjar ke daerah2 apa naik pesawat komersil?,neutral,twitter
ganjar pranowo amp rof mahfud membawa semangat kebangsaan yang membara di dalam diri kita  tiga kali lebih sejahtera untuk indonesia hebat! ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
inklusi di era ganjar mahfud bikin semuanya merasa di rumah gandakan kesejahteraan raih kemakmuran berkelanjutan ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
 bersama pak ganjar indonesia jadi lebih unggul,positive,twitter
solo bergoyang semarang bergetar semua takbirkan kemenangan ganjar mahfud satu suara indonesia bersatu kesejahteraan berlipat ganda indonesia makmur sentosa ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
 setitikpun tidak ragu ganjar menang,positive,twitter
pak ganjar semoga setiap proses membawa keberhasilan yang luar biasa teruslah menjadi harapan bagi rakyat jatim ganjar pranowo terbukti mensejahterakan ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
grebeg solo menjadi perayaan demokrasi sekaligus momentum bagi warga solo untuk bersatu dalam mendukung ganjar pranowo amp prof mahfud kesejahteraan berkali lipat indonesia hebat ! ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
suksesnya kons3r membuktikan bahwa ganjar pranowo prof mahfud memiliki daya tarik yang tak terbantahkan di mata yarakat kesejahteraan berkali lipat indonesia hebat ! ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
suksesnya kons3r membuktikan bahwa ganjar pranowo prof mahfud memiliki daya tarik yang tak terbantahkan di mata yarakat kesejahteraan berkali lipat indonesia hebat ! ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
 pastinya menangkan ganjar mahfud untuk indonesia maju,positive,twitter
alumni kampus se jabar kirim pesan cinta untuk ganjar mahfud ini isinya ,positive,twitter
apa iya kita mengandalkan orang tersandera kasus para oportunis dan para pemburu jabatan bakalan bisa menyediakan 17 juta lapangan kerja tanpa ca o atau dominasi ordal? udah deh pilih ganjar mahfud aja!! yakinpilihganjar ganjarpranowo ganjarmahfud2024 ,positive,twitter
ganjar optimis menang mutlak di bogor kita akan ciptakan sejarah ganjarmahfud ganjarpranowo gerakcepat mahfudmd indonesiaunggul indonesialebihbaik ganjarmahfud2024 ganjarmahfudm3nang ,positive,twitter
ganjar pranowo amp rof mahfud adalah sosok yang dapat menginspirasi perubahan positif bagi kemajuan bangsa  ganjar pranowo karena kamu berhak mendapatkan yang terbaik ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
pemimpin yang hadir tidak hanya saat kampanye tapi setiap waktu ganjar pranowo terbukti mensejahterakan ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
 iya bner kaa pdhal ditv iklan kampanye ganjar melibatkan anak kecil jga lho knpa yg ini harus jdi masalah ya ? aneh ko tiba2 pengguna x kaya gini smua yaa kaa kek tantrum menghadapi pilpres wkwk,neutral,twitter
 kalaupun anies pilihanku kalah jg ga bakal pilih prabowo mending ganjar ,positive,twitter
ganjar mahfud bukan cuma pemimpin tapi juga inspirasi buat generasi muda kita yakin indonesia bakal lebih hebat ganjar pranowo terbukti mensejahterakan ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
 inilah mengapa kita harus memilih pemimpin yg berintegritas seperti ganjar mahfud,positive,twitter
kesuksesan adalah puncak dari setiap proses yang dijalani dengan integritas dan kegigihan begitu pandangan pak ganjar tiga kali lebih sejahtera untuk indonesia hebat! ganjarmahfud2024 dulujokowisekarangganjar coblos3 ,positive,twitter
creative fun walk semarak bersama rakyat ! ganjar mahfud m3nang m3nang m3nang ,positive,twitter
